External_Id__c,Status,Parent_Type__c,Type,Description,City__c,Department__c,Division__c,CreatedDate,ClosedDate,Subject,Actual_Parent_Type__c,Actual_Type__c
630685,In Progress,,,CALLER STATES THAT TRUCK FULL OF TIRES IS PARKED IN FRONT OF V/L IN THE 2100 BLOCK OF TECUMSEH ST. CALLER BELIEVES HE IS ABOUT TO DUMP TIRES IN LOT.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-06T20:19:00Z,,CALLER STATES THAT TRUCK FULL OF TIRES IS PARKED IN FRONT OF V/L IN THE 2100 BLOCK OF TECUMSEH ST. CALLER BELIEVES HE IS ABOUT TO DUMP TIRES IN LOT.,ENVIRONMENTAL ISSUES,ILLEGAL DUMPING OF TRASH/SOLID WASTE
630172,In Progress,,,STREET FLOODING ON THIS STREET.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:21:00Z,,STREET FLOODING ON THIS STREET.,"DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
630315,In Progress,,,RAIN/DRAINAGE WATER BACKING UP AND NOT DRAINING PROPERLY DUE TO CLOGGED CULVERTS AND/OR DRAINAGE DITCH.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T12:47:00Z,,RAIN/DRAINAGE WATER BACKING UP AND NOT DRAINING PROPERLY DUE TO CLOGGED CULVERTS AND/OR DRAINAGE DITCH.,"DRAINAGE, EROSION, FLOODING OR HOLES",REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY
630358,In Progress,,,THE  R O W TO THE LEFT OF 4540 ELM DR HAS TREE DEBRIS THAT WAS PLACED THERE BY THE H/O AT 5201 CLAYTON ST PER  H/O AT 4540 ELM DR  HAS FALLEN IN THE DRAINAGE DITCH AND CAUSED THE FLOODING OF THE STREET AND HER HOME NEED TO BE REMOVED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-06T13:09:00Z,,THE  R O W TO THE LEFT OF 4540 ELM DR HAS TREE DEBRIS THAT WAS PLACED THERE BY THE H/O AT 5201 CLAYTON ST PER  H/O AT 4540 ELM DR  HAS FALLEN IN THE DRAINAGE DITCH AND CAUSED THE FLOODING OF THE STREET AND HER HOME NEED TO BE REMOVED,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
618445,In Progress,,,THE GRASS HERE IS ABOUT 4 FT HIGH,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-05-28T17:14:00Z,,THE GRASS HERE IS ABOUT 4 FT HIGH,BLIGHTED PROPERTIES,TALL GRASS
619724,In Progress,,,"GRASS NEEDS CUTTING..., GAVE ID# & THERE IS AN INOPERABLE WHITE SUV PARKED IN FRONT YARD",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-02T14:44:00Z,,"GRASS NEEDS CUTTING..., GAVE ID# & THERE IS AN INOPERABLE WHITE SUV PARKED IN FRONT YARD",BLIGHTED PROPERTIES,TALL GRASS
619685,In Progress,,,VACANT LOT AT 5413 TOLBERT DR IS OVERGROWN AND NEED TO BE CUT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-02T13:55:00Z,,VACANT LOT AT 5413 TOLBERT DR IS OVERGROWN AND NEED TO BE CUT,BLIGHTED PROPERTIES,TALL GRASS
630285,In Progress,,,WATER STANDING ON THE STREET IN FRONT OF CALLERS HOME (CALLER STATES IT IS THE ENTIRE STREET),BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T12:27:00Z,,WATER STANDING ON THE STREET IN FRONT OF CALLERS HOME (CALLER STATES IT IS THE ENTIRE STREET),"DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
619865,In Progress,,,BARRICADE NEEDED FOR MISSING STORMDRAIN LID ABOUT MIDWAY ON N 25TH ST BETWEEN CONVENTION AND NORTH BLVD.  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-03T08:41:00Z,,BARRICADE NEEDED FOR MISSING STORMDRAIN LID ABOUT MIDWAY ON N 25TH ST BETWEEN CONVENTION AND NORTH BLVD.  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",MISSING/DAMAGED STORMWATER DRAIN LID
619992,In Progress,,,CALLER IS REQUESTING THAT THE DRAIN IN THE FRONT OF HOUSE TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-03T11:15:00Z,,CALLER IS REQUESTING THAT THE DRAIN IN THE FRONT OF HOUSE TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
619995,In Progress,,,CALLER IS REQUESTING THAT THE DRAIN ON THE LEFT SIDE OF THE HOUSE AT (411 STANFORD AVENUE) TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-03T11:19:00Z,,CALLER IS REQUESTING THAT THE DRAIN ON THE LEFT SIDE OF THE HOUSE AT (411 STANFORD AVENUE) TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
619996,In Progress,,,CALLER IS REQUESTING THAT THE DRAIN ON THE RIGHT SIDE OF THE HOUSE AT (353 STANFORD AVENUE) TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-03T11:21:00Z,,CALLER IS REQUESTING THAT THE DRAIN ON THE RIGHT SIDE OF THE HOUSE AT (353 STANFORD AVENUE) TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
620001,In Progress,,,CALLER STATED THAT HIS DRIVEWAY IS STARTING TO SINK IN ABOVE THE CULVERTS.  GAVE CALLER ID NUMBER.,CENTRAL,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-06-03T11:35:00Z,,CALLER STATED THAT HIS DRIVEWAY IS STARTING TO SINK IN ABOVE THE CULVERTS.  GAVE CALLER ID NUMBER.,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
620028,In Progress,,,CALLER IS REQUESTING THE DITCH ON THE RIGHT SIDE OF HER HOUSE TO BE CUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-03T12:25:00Z,,CALLER IS REQUESTING THE DITCH ON THE RIGHT SIDE OF HER HOUSE TO BE CUT.  GAVE CALLER ID NUMBER.,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH
620070,In Progress,,,FIVE DRAINS NEED TO BE CLEANED IN FRONT OF THE ADDRESS ABOVE AND THE  STREET,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-03T13:48:00Z,,FIVE DRAINS NEED TO BE CLEANED IN FRONT OF THE ADDRESS ABOVE AND THE  STREET,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620145,In Progress,,,DRAIN NEED TO BE CLEANED FULL OF DIRT HAD WATER BACK GAVE SERVICE #,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-03T16:10:00Z,,DRAIN NEED TO BE CLEANED FULL OF DIRT HAD WATER BACK GAVE SERVICE #,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
629947,In Progress,,,O/F- P/S 474,ZACHARY,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-06T08:12:00Z,,O/F- P/S 474,SEWER/WASTEWATER,OUTSIDE OVERFLOW
630517,In Progress,,,"CALLER IS REEQUESTING THAT THE DITCH RUNNING BEHIND THERE HOMES BE CUT AND THE DITCH BANK ALSO...., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T15:02:00Z,,"CALLER IS REEQUESTING THAT THE DITCH RUNNING BEHIND THERE HOMES BE CUT AND THE DITCH BANK ALSO...., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH
620148,In Progress,,,"CALLER STATES THAT THERE IS A CAVE IN UNDER THE STREET ON THE SOUTH SIDE OF THE ROAD....,REFUSE ID#  ABOUT 20 YARDS FROM 11855 HIGHLAND RD.",BATON ROUGE,MAINTENANCE,STREET MAINTENANCE,2020-06-03T16:14:00Z,,"CALLER STATES THAT THERE IS A CAVE IN UNDER THE STREET ON THE SOUTH SIDE OF THE ROAD....,REFUSE ID#  ABOUT 20 YARDS FROM 11855 HIGHLAND RD.",ROAD MAINTENANCE ISSUES,CONCRETE ROAD REPAIRS NEEDED
630348,In Progress,,,B/U,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-06T13:05:00Z,,B/U,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP
620450,In Progress,,,CALLER STATED THAT AT (UNDER THE I-12 E & W - JEFFERSON HIGHWAY @ DRUSILLA LANE) THERE IS SOME (MATTRESS AND TREE LIMBS) THAT HAVE BEEN OUT THERE FOR A WEEK.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T13:44:00Z,,CALLER STATED THAT AT (UNDER THE I-12 E & W - JEFFERSON HIGHWAY @ DRUSILLA LANE) THERE IS SOME (MATTRESS AND TREE LIMBS) THAT HAVE BEEN OUT THERE FOR A WEEK.  GAVE CALLER ID NUMBER.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
620386,In Progress,,,TREE LIMBS AND DEBRIS NEEDS TO BE PICKED UP IN FRONT OF UNOCCUPIED HOME AT ABOVE ADDRESS.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T12:14:00Z,,TREE LIMBS AND DEBRIS NEEDS TO BE PICKED UP IN FRONT OF UNOCCUPIED HOME AT ABOVE ADDRESS.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
630056,In Progress,,,"CALLER IS REQUESTING THAT THE TREE LIMBS BE TRIMMED BACK FROM OVER THE ROAD THEY ARE HITTING THE TOP OF CARS AND TRUCKS..., GAVE ID#",ZACHARY,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-06T10:10:00Z,,"CALLER IS REQUESTING THAT THE TREE LIMBS BE TRIMMED BACK FROM OVER THE ROAD THEY ARE HITTING THE TOP OF CARS AND TRUCKS..., GAVE ID#",MOWING AND TREE ISSUES,REQUEST REMOVAL/TRIMMING OF TREE
620257,In Progress,,,CALLER STATES THAT WOOD CHIPS WHERE TREE COMPANY CHOPPED UP BANCHES ALONG ABOVE INTERSECTIONS ARE ALL ALONG THE CITY R.O.W. AND NEEDS TO BE PICKED UP.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T09:05:00Z,,CALLER STATES THAT WOOD CHIPS WHERE TREE COMPANY CHOPPED UP BANCHES ALONG ABOVE INTERSECTIONS ARE ALL ALONG THE CITY R.O.W. AND NEEDS TO BE PICKED UP.,STREET/TRAFFIC ISSUES,LITTER FOR PICK-UP ON PUBLIC PROPERTY
620211,In Progress,,,VACANT LOT  TO THE LEFT 3636 OSCEOLA ST HAS  JUNK AND DEBRIS ON THE R O W NEED TO BE REMOVED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T07:59:00Z,,VACANT LOT  TO THE LEFT 3636 OSCEOLA ST HAS  JUNK AND DEBRIS ON THE R O W NEED TO BE REMOVED,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
620358,In Progress,,,"CALLER IS REQUESTING THAT THE PIULE OF JUNK AND TRASH BE REMOVED FROM IN FRONT OF THE V/L ACROSS FROM 7441 RICHEY DR..., GAVE ID#",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T11:22:00Z,,"CALLER IS REQUESTING THAT THE PIULE OF JUNK AND TRASH BE REMOVED FROM IN FRONT OF THE V/L ACROSS FROM 7441 RICHEY DR..., GAVE ID#",GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
620303,In Progress,,,CALLER THAT TREE THAT IS BY CANAL THAT RUNS BEHIND HOME BE CUT DOWN.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T10:07:00Z,,CALLER THAT TREE THAT IS BY CANAL THAT RUNS BEHIND HOME BE CUT DOWN.,MOWING AND TREE ISSUES,REQUEST REMOVAL/TRIMMING OF TREE
630016,In Progress,,,"CALLER IS REQUESTING THAT THE CANAL RUNNING ALONG THE SIDE OF HER HOME BE CLEANED OUT SO THE WATER CAN FLOW...,REFUSE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T09:27:00Z,,"CALLER IS REQUESTING THAT THE CANAL RUNNING ALONG THE SIDE OF HER HOME BE CLEANED OUT SO THE WATER CAN FLOW...,REFUSE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
620421,In Progress,,,REQUEST REMOVE JUNK AND DEBRIS FROM THE R O W ON THE CORNER OF S FLANNERY RD AT JENNIFER LYNN AVE,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T12:53:00Z,,REQUEST REMOVE JUNK AND DEBRIS FROM THE R O W ON THE CORNER OF S FLANNERY RD AT JENNIFER LYNN AVE,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
620593,In Progress,,,TRASH IN RIGHT OF WAY.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T21:53:00Z,,TRASH IN RIGHT OF WAY.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
620366,In Progress,,,"CALLER IS REQUESTING THAT THEDRAIN BE CLEANED ..., REFUSE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T11:39:00Z,,"CALLER IS REQUESTING THAT THEDRAIN BE CLEANED ..., REFUSE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620398,In Progress,,,CALLER STATERS THAT THE DITCHES ALONG GAIL AND BLUBONNET ARE NOT DRAINING PROPERLY CUSING STANDING WATER. PLEACE CALL BEFORE INSPECTING.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T12:23:00Z,,CALLER STATERS THAT THE DITCHES ALONG GAIL AND BLUBONNET ARE NOT DRAINING PROPERLY CUSING STANDING WATER. PLEACE CALL BEFORE INSPECTING.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620293,In Progress,,,GRASS NEED TO BE CUT VACANT LOT THE LEFT OF 8237 KEEL AVE GAVE SERVICE #,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-04T09:57:00Z,,GRASS NEED TO BE CUT VACANT LOT THE LEFT OF 8237 KEEL AVE GAVE SERVICE #,BLIGHTED PROPERTIES,TALL GRASS
620210,In Progress,,,"CALLER STATED THAT THEY ARE BUILDING A HOME WITHOUT A PERMIT NEXT DOOR TO 916 N 47TH ST...., REFUSE ID#",BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-06-04T07:57:00Z,,"CALLER STATED THAT THEY ARE BUILDING A HOME WITHOUT A PERMIT NEXT DOOR TO 916 N 47TH ST...., REFUSE ID#",BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
620325,In Progress,,,"CALLER IS REQUESTING THAT THE DITCH SITTING ACROSS FROM 9177 BAKER DR. BE DUG OUT SO THE WATER CAN FLOW..., GAVE ID#   CALLER STATED THAT THE CITY WORKER TOLD HER IT IS CALLED A FALL OUT DITCH",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T10:27:00Z,,"CALLER IS REQUESTING THAT THE DITCH SITTING ACROSS FROM 9177 BAKER DR. BE DUG OUT SO THE WATER CAN FLOW..., GAVE ID#   CALLER STATED THAT THE CITY WORKER TOLD HER IT IS CALLED A FALL OUT DITCH","DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
620342,In Progress,,,CALLER STATED THAT THE VACANT HOUSE (2333 71ST AVENUE) BEHIND HER HOUSE GRASS NEEDS TO BE CUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-04T10:53:00Z,,CALLER STATED THAT THE VACANT HOUSE (2333 71ST AVENUE) BEHIND HER HOUSE GRASS NEEDS TO BE CUT.  GAVE CALLER ID NUMBER.,BLIGHTED PROPERTIES,TALL GRASS
620445,In Progress,,,CALLER IS REQUESTING THAT THE SIDEWALK GRASS AT (8800 JEFFERSON HIGHWAY @ DRUSILLA LANE) TO BE CUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T13:40:00Z,,CALLER IS REQUESTING THAT THE SIDEWALK GRASS AT (8800 JEFFERSON HIGHWAY @ DRUSILLA LANE) TO BE CUT.  GAVE CALLER ID NUMBER.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
620413,In Progress,,,THERE IS CRACK AT THE END OF THE DRIVEWAY,BAKER,MAINTENANCE,STREET MAINTENANCE,2020-06-04T12:43:00Z,,THERE IS CRACK AT THE END OF THE DRIVEWAY,ROAD MAINTENANCE ISSUES,SHOULDER REPAIR NEEDED
630601,In Progress,,,AREA NEAR THE DITCH BEHIND 3168 MURPHY IS OVERGROWN AND NEEDS TO BE CUT,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T16:18:00Z,,AREA NEAR THE DITCH BEHIND 3168 MURPHY IS OVERGROWN AND NEEDS TO BE CUT,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH
620594,In Progress,,,BUILDING IS OVER FIFTY PERCENT BURNED AND HAS BEEN EXPOSED TO THE ELEMENTS FOR OVER A YEAR.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-04T21:56:00Z,,BUILDING IS OVER FIFTY PERCENT BURNED AND HAS BEEN EXPOSED TO THE ELEMENTS FOR OVER A YEAR.,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
620497,In Progress,,,REPLACE  RECYCLE CART BROKEN WHEELS,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-06-04T14:57:00Z,,REPLACE  RECYCLE CART BROKEN WHEELS,RECYCLING,DAMAGED RECYCLING CART
647067,In Progress,,,VEHICLE HAS BEEN ABANDONED FOR WEEKS.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-08-23T12:59:00Z,,VEHICLE HAS BEEN ABANDONED FOR WEEKS.,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE"
620588,In Progress,,,"TALL GRASS TO THE LEFT OF 6763 VAN GOGH. ENTIRE LOT NEEDS TO BE CUT ALL THE WAY TO THE FENCE, INCLUDING TREES AT BACK OF LOT. RECEIVED COMPLAINTS OF PEOPLE RUNNING THROUGH AREA AND HIDING FROM LAW ENFORCEMENT IN HIGH GRASS.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-04T21:45:00Z,,"TALL GRASS TO THE LEFT OF 6763 VAN GOGH. ENTIRE LOT NEEDS TO BE CUT ALL THE WAY TO THE FENCE, INCLUDING TREES AT BACK OF LOT. RECEIVED COMPLAINTS OF PEOPLE RUNNING THROUGH AREA AND HIDING FROM LAW ENFORCEMENT IN HIGH GRASS.",BLIGHTED PROPERTIES,TALL GRASS
620240,In Progress,,,"CALLER IS REQUESTING THAT THE DRAINAGE CANAL RUNNING BEHIND THERE HOMES NEEDS CLEANING OUT IT IS FULL OF MUD AND DEBRIS....., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T08:44:00Z,,"CALLER IS REQUESTING THAT THE DRAINAGE CANAL RUNNING BEHIND THERE HOMES NEEDS CLEANING OUT IT IS FULL OF MUD AND DEBRIS....., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
630512,In Progress,,,"CALLER STATED THAT THE STREET HAS SUNK IN SITITNG IN FRONT OF HIS HOME AND WHEN IT RAIN THE WATER JUST SIT THERE,...., GAVE ID#",BATON ROUGE,MAINTENANCE,STREET MAINTENANCE,2020-07-06T15:00:00Z,,"CALLER STATED THAT THE STREET HAS SUNK IN SITITNG IN FRONT OF HIS HOME AND WHEN IT RAIN THE WATER JUST SIT THERE,...., GAVE ID#",ROAD MAINTENANCE ISSUES,ROAD BUCKLE/BLOWOUT/FAULT
647049,In Progress,,,I WOULD LIKE TO REQUEST A RECYCLING CART.,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-08-23T09:36:00Z,,I WOULD LIKE TO REQUEST A RECYCLING CART.,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
620368,In Progress,,,RESIDENT HAS BEEN USING A STORE BOUGHT CART AND NEEDS A CITY-ISSUED CART TO CONTINUE RECYCLING. PLEASE DELIVER.,ZACHARY,ENVIRONMENTAL SERVICES,RECYCLING,2020-06-04T11:42:00Z,,RESIDENT HAS BEEN USING A STORE BOUGHT CART AND NEEDS A CITY-ISSUED CART TO CONTINUE RECYCLING. PLEASE DELIVER.,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
620346,In Progress,,,THE GARBAGE TRUCK BROKE DOWN AND LEFT HYDRAULIC FLUID ON LIGHTHOUSE AVE AT GREENWELL SPRING RD NEED TO CLEANED UP,CENTRAL,DEVELOPMENT,ENVIRONMENTAL,2020-06-04T10:57:00Z,,THE GARBAGE TRUCK BROKE DOWN AND LEFT HYDRAULIC FLUID ON LIGHTHOUSE AVE AT GREENWELL SPRING RD NEED TO CLEANED UP,ENVIRONMENTAL ISSUES,CHEMICAL SPILL OR LEAK
647077,In Progress,,,NEED GARBAGE CART REPLACED.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-08-23T14:21:00Z,,NEED GARBAGE CART REPLACED.,GARBAGE,DAMAGED GARBAGE CART
630247,In Progress,,,DRAINS IN FRONT OF PROPERTY ARE STOPPED UP AND CAUSING FLOODING ON PROPERTY,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T12:10:00Z,,DRAINS IN FRONT OF PROPERTY ARE STOPPED UP AND CAUSING FLOODING ON PROPERTY,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620383,In Progress,,,CALLER IS STATING THAT THE GENERATOR AT ABOVE ADDRESS IS TOO CLOSE TO HER PROPERTY WHICH IS NEXT DOOR AND DOESNT BELEIVED THAT THE COMPANY WHO INSTALLED GENERATOR HAD A PERMIT.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-06-04T12:08:00Z,,CALLER IS STATING THAT THE GENERATOR AT ABOVE ADDRESS IS TOO CLOSE TO HER PROPERTY WHICH IS NEXT DOOR AND DOESNT BELEIVED THAT THE COMPANY WHO INSTALLED GENERATOR HAD A PERMIT.,BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
647092,In Progress,,,DRAIN ON THE SIDE OF PROPERTY IS STOPPED UP AND NEEDS CLEANING OUT TO AVOID FLOODING,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-08-23T15:27:00Z,,DRAIN ON THE SIDE OF PROPERTY IS STOPPED UP AND NEEDS CLEANING OUT TO AVOID FLOODING,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
620355,In Progress,,,DITCHES ON E FLONACHER RD NEED TO BE DUG OUT,ZACHARY,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T11:14:00Z,,DITCHES ON E FLONACHER RD NEED TO BE DUG OUT,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
647060,In Progress,,,THE DRY POND BEHIND CAPITAL VALVE ON INTERLINE OVERFLOWS INTO MY BACK YARD CAUSING A RIVER GOING OVER MY LAND ON ITS WAY TO WARDS CREEK.  THE DRAINAGE PIPE IS TOO SMALL TO ACCOMMODATE ALL THE WATER FROM THE DRY POND.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-08-23T12:00:00Z,,THE DRY POND BEHIND CAPITAL VALVE ON INTERLINE OVERFLOWS INTO MY BACK YARD CAUSING A RIVER GOING OVER MY LAND ON ITS WAY TO WARDS CREEK.  THE DRAINAGE PIPE IS TOO SMALL TO ACCOMMODATE ALL THE WATER FROM THE DRY POND.,"DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
620569,In Progress,,,REQUEST REMOVAL OF TEMPORARY PUMP SETUP PLACED IN OUR YARD SEVERAL YEARS AGO TO ALLEVIATE A SEWER PROBLEM THAT HAS LONG SINCE BEEN FIXED.,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-06-04T17:06:00Z,,REQUEST REMOVAL OF TEMPORARY PUMP SETUP PLACED IN OUR YARD SEVERAL YEARS AGO TO ALLEVIATE A SEWER PROBLEM THAT HAS LONG SINCE BEEN FIXED.,SEWER/WASTEWATER,MANHOLE ISSUE
620305,In Progress,,,CALLER IS REQUESTING THAT THE DITCH IN FRONT OF ABOVE ADDRESS AND ALONG MICKENS RD BE CUT.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T10:08:00Z,,CALLER IS REQUESTING THAT THE DITCH IN FRONT OF ABOVE ADDRESS AND ALONG MICKENS RD BE CUT.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
620227,In Progress,,,"CALLER IS REQUESTING THAT THE V/L BE CUT ..., GAVE ID#",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-04T08:24:00Z,,"CALLER IS REQUESTING THAT THE V/L BE CUT ..., GAVE ID#",BLIGHTED PROPERTIES,TALL GRASS
620359,In Progress,,,V/L LOCATED ON S EUGENE ST AT VALLEY ST HAS A TRAVEL TRAILER  NEED TO BE REMOVED AND DEBRIS NEED TO BE CLEANED UP,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-04T11:25:00Z,,V/L LOCATED ON S EUGENE ST AT VALLEY ST HAS A TRAVEL TRAILER  NEED TO BE REMOVED AND DEBRIS NEED TO BE CLEANED UP,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
